,original_tumor_region,Tumor_region
10772,False,False
10774,False,False
10775,False,False
10776,False,False
10777,False,False
10778,False,False
10780,False,False
10783,False,False
10785,False,False
10786,False,False
10787,False,False
10788,False,False
10789,False,False
10790,False,False
10793,False,False
10794,False,False
10795,False,False
10796,False,False
10798,False,False
10799,False,False
10800,False,False
10802,False,False
10803,False,False
10805,False,False
10806,False,False
10807,False,False
10808,False,False
10809,False,False
10810,False,False
10812,False,False
10814,False,False
10815,False,False
10816,False,False
10817,False,False
10818,False,False
10819,False,False
10821,False,False
10822,False,False
10824,False,False
10825,False,False
10828,False,False
10830,False,False
10832,False,False
10834,False,False
10835,False,False
10836,False,False
10837,False,False
10838,False,False
10839,False,False
10841,False,False
10844,False,False
10845,False,False
10847,False,False
10848,False,False
10849,False,False
10852,False,False
10854,False,False
10856,False,False
10857,False,False
10859,False,False
10862,False,False
10863,False,False
10864,False,False
10865,False,False
10868,False,False
10870,False,False
10872,False,False
10873,False,False
10874,False,False
10876,False,False
10880,False,False
10881,False,False
10882,False,False
10883,False,False
10885,False,False
10888,False,False
10889,False,False
10890,False,False
10891,False,False
10892,False,False
10894,False,False
10895,False,False
10897,False,False
10898,False,False
10904,False,False
10906,False,False
10907,False,False
10909,False,False
10914,False,False
10915,False,False
10916,False,False
10917,False,False
10918,False,False
10921,False,False
10923,False,False
10924,False,False
10925,False,False
10926,False,False
10927,False,False
10928,False,False
10929,False,False
10930,False,False
10932,False,False
10933,False,False
10934,False,False
10935,False,False
10937,False,False
10939,False,False
10940,False,False
10941,False,False
10945,False,False
10946,False,False
10947,False,False
10948,False,False
10949,False,False
10950,False,False
10951,False,False
10952,False,False
10953,False,False
10954,False,False
10956,False,False
10957,False,False
10959,False,False
10961,False,False
10962,False,False
10963,False,False
10964,False,False
10965,False,False
10966,False,False
10967,False,False
10968,False,False
10969,False,False
10970,False,False
10971,False,False
10972,False,False
10973,False,False
10974,False,False
10975,False,False
10976,False,False
10977,False,False
10978,False,False
10979,False,False
10981,False,False
10982,False,False
10983,False,False
10984,False,False
10985,False,False
10987,False,False
10989,False,False
10990,False,False
10991,False,False
10992,False,False
10993,False,False
10996,False,False
10997,False,False
10998,False,False
10999,False,False
11000,False,False
11001,False,False
11005,False,False
11006,False,False
11007,False,False
11010,False,False
11012,False,False
11013,False,False
11014,False,False
11017,False,False
11019,False,False
11020,False,False
11021,False,False
11022,False,False
11024,False,False
11025,False,False
11026,False,False
11027,False,False
11028,False,False
11029,False,False
11030,False,False
11031,False,False
11032,False,False
11033,False,False
11034,False,False
11035,False,False
11037,False,False
11038,False,False
11039,False,False
11040,False,False
11041,False,False
11042,False,False
11043,False,False
11045,False,False
11047,False,False
11049,False,False
11050,False,False
11051,False,False
11052,False,False
11053,False,False
11054,False,False
11055,False,False
11057,False,False
11058,False,False
11059,False,False
11060,False,False
11062,False,False
11063,False,False
11064,False,False
11068,False,False
11070,False,False
11071,False,False
11073,False,False
11075,False,False
11076,False,False
11077,False,False
11079,False,False
11080,False,False
11081,False,False
11082,False,False
11084,False,False
11087,False,False
11088,False,False
11089,False,False
11092,False,False
11094,False,False
11096,False,False
11105,False,False
11106,False,False
11107,False,False
11108,False,False
11110,False,False
11111,False,False
11112,False,False
11114,False,False
11122,False,False
11123,False,False
11126,False,False
11127,False,False
11129,False,False
11130,False,False
11132,False,False
11134,False,False
11139,False,False
11140,False,False
11141,False,False
11142,False,False
11147,False,False
11149,False,False
11151,False,False
11154,False,False
11156,False,False
11157,False,False
11171,False,False
11172,False,False
11173,False,False
11175,False,False
11176,False,False
11177,False,False
11178,False,False
11180,False,False
11181,False,False
11182,False,False
11183,False,False
11184,False,False
11185,False,False
11186,False,False
11187,False,False
11189,False,False
11190,False,False
11191,False,False
11192,False,False
11194,False,False
11195,False,False
11196,False,False
11197,False,False
11198,False,False
11200,False,False
11202,False,False
11203,False,False
11204,False,False
11205,False,False
11207,False,False
11210,False,False
11211,False,False
11212,False,False
11214,False,False
11218,False,False
11219,False,True
11225,False,False
11227,False,True
11229,False,True
11232,False,False
11233,False,False
11234,False,False
11236,False,False
11238,False,False
11240,False,False
11241,False,False
11242,False,False
11243,False,False
11245,False,False
11246,False,False
11247,False,False
11248,False,False
11250,False,True
11252,False,False
11253,False,False
11254,False,True
11255,False,False
11256,False,True
11257,False,False
11259,False,False
11260,False,False
11263,True,True
11264,False,False
11266,False,True
11267,False,False
11268,False,False
11269,False,False
11270,False,False
11271,False,True
11272,False,False
11273,False,True
11274,False,False
11275,False,True
11276,False,False
11280,False,False
11284,False,True
11285,True,True
11288,False,True
11291,True,True
11292,True,True
11293,True,True
11294,True,True
11295,False,True
11297,False,True
11298,True,True
11299,True,True
11300,True,True
11301,True,True
11302,False,True
11305,True,True
11306,True,True
11309,True,True
11310,True,True
11312,True,True
11313,True,True
11314,True,True
11315,True,True
11316,True,True
11317,True,True
11319,True,True
11324,True,True
11325,True,True
11326,True,True
11328,True,True
11329,True,True
11331,True,True
11334,True,True
11335,True,True
11337,True,True
11340,True,True
11341,True,True
11343,True,True
11344,True,True
11347,True,True
11348,True,True
11349,True,True
11350,True,True
11351,True,True
11352,True,True
11353,True,True
11354,True,True
11357,True,True
11358,True,True
11360,True,True
11362,True,True
11363,True,True
11364,True,True
11365,True,True
11366,True,True
11367,True,True
11369,True,True
11371,True,True
11372,True,True
11373,True,True
11374,True,True
11375,True,True
11376,True,True
11377,True,True
11378,True,True
11380,True,True
11381,True,True
11382,True,True
11384,True,True
11385,True,True
11386,True,True
11387,True,True
11388,True,True
11391,True,True
11392,True,True
11394,True,True
11395,True,True
11396,True,True
11397,True,True
11398,True,True
11399,True,True
11400,True,True
11402,True,True
11405,True,True
11406,True,True
11407,True,True
11409,True,True
11410,True,True
11411,True,True
11412,True,True
11413,True,True
11414,True,True
11416,True,True
11417,True,True
11418,True,True
11419,True,True
11420,True,True
11421,True,True
11423,False,True
11424,True,True
11425,True,True
11427,True,True
11428,True,True
11429,True,True
11430,True,True
11431,True,True
11433,True,True
11434,True,True
11435,True,True
11436,True,True
11437,True,True
11438,True,True
11439,True,True
11440,True,True
11441,True,True
11442,True,True
11443,True,True
11444,False,True
11445,False,True
11446,True,True
11447,True,True
11448,True,True
11449,True,True
11450,True,True
11451,True,True
11452,True,True
11453,True,True
11454,True,True
11455,True,True
11457,True,True
11458,True,True
11459,True,True
11461,True,True
11462,True,True
11463,True,True
11464,True,True
11466,True,True
11467,True,True
11468,True,True
11469,True,True
11471,True,True
11472,False,True
11473,False,True
11475,False,True
11476,True,True
11478,True,True
11479,True,True
11480,True,True
11481,True,True
11483,False,True
11484,True,True
11485,True,True
11486,True,True
11487,True,True
11488,False,True
11489,True,True
11491,True,True
11493,True,True
11495,True,True
11497,True,True
11498,True,True
11501,True,True
11502,True,True
11503,True,True
11504,True,True
11505,True,True
11506,True,True
11507,True,True
11508,True,True
11509,True,True
11510,True,True
11511,True,True
11512,True,True
11514,True,True
11515,True,True
11517,True,True
11518,True,True
11519,True,True
11520,True,True
11521,True,True
11523,True,True
11525,True,True
11526,True,True
11527,True,True
11528,True,True
11529,True,True
11530,True,True
11531,True,True
11532,False,True
11534,True,True
11535,True,True
11537,True,True
11539,True,True
11542,True,True
11543,True,True
11544,True,True
11546,True,True
11547,True,True
11548,True,True
11549,True,True
11551,True,True
11552,True,True
11553,True,True
11554,True,True
11555,True,True
11556,True,True
11557,True,True
11558,True,True
11559,True,True
11560,True,True
11561,True,True
11562,True,True
11563,True,True
11564,True,True
11565,True,True
11566,True,True
11567,True,True
11568,False,True
11569,True,True
11570,True,True
11571,True,True
11572,False,True
11573,True,True
11574,False,True
11575,True,True
11576,True,True
11577,True,True
11578,True,True
11579,True,True
11580,True,True
11581,True,True
11582,True,True
11583,True,True
11584,True,True
11585,True,True
11586,True,True
11587,True,True
11588,True,True
11589,True,True
11590,True,True
11591,True,True
11592,True,True
11593,True,True
11594,True,True
11595,True,True
11596,False,True
11597,True,True
11599,True,True
11600,False,True
11601,True,True
11602,True,True
11603,True,True
11604,False,True
11605,True,True
11606,True,True
11607,True,True
11608,True,True
11609,True,True
11610,True,True
11611,True,True
11613,True,True
11614,True,True
11615,True,True
11616,True,True
11617,True,True
11622,True,True
11624,True,True
11625,True,True
11626,True,True
11628,True,True
11629,True,True
11630,True,True
11631,True,True
11632,True,True
11633,True,True
11634,True,True
11635,True,True
11636,False,True
11637,True,True
11638,True,True
11640,True,True
11641,True,True
11642,True,True
11643,True,True
11644,True,True
11645,True,True
11646,True,True
11647,True,True
11648,True,True
11649,True,True
11650,False,False
11651,True,True
11652,True,True
11653,True,True
11655,True,True
11657,True,True
11658,True,True
11659,False,True
11660,True,True
11661,True,True
11662,True,True
11663,False,True
11664,True,True
11665,True,True
11666,True,True
11668,True,True
11669,True,True
11671,True,True
11672,False,True
11673,True,True
11674,True,True
11675,True,True
11676,True,True
11677,True,True
11679,True,True
11680,True,True
11681,True,True
11683,True,True
11685,True,True
11686,True,True
11687,True,True
11688,True,True
11691,True,True
11693,False,True
11694,False,True
11695,True,True
11696,True,True
11697,True,True
11698,True,True
11699,True,True
11700,False,True
11701,True,True
11702,True,True
11703,True,True
11704,False,False
11705,True,True
11706,False,False
11707,True,True
11708,True,True
11709,True,True
11710,True,True
11711,False,False
11712,True,True
11713,False,True
11714,True,True
11715,True,True
11719,True,True
11720,True,True
11721,True,True
11722,True,True
11724,True,True
11725,False,True
11726,True,True
11727,True,True
11728,True,True
11729,False,True
11732,True,True
11734,True,True
11735,True,True
11736,True,True
11737,True,True
11738,True,True
11739,True,True
11740,True,True
11741,True,True
11742,True,True
11743,True,True
11744,True,True
11745,True,True
11747,True,True
11749,True,True
11751,False,False
11752,True,True
11753,True,True
11754,True,True
11755,True,True
11757,True,True
11758,False,False
11759,True,True
11760,True,True
11761,True,True
11762,True,True
11763,False,True
11765,True,True
11767,True,True
11768,False,True
11769,False,False
11770,True,True
11771,False,False
11772,False,False
11773,True,True
11776,True,True
11777,True,True
11778,True,True
11779,True,True
11780,True,True
11781,False,True
11783,True,True
11784,True,True
11785,True,True
11786,True,True
11787,True,True
11788,False,True
11789,True,True
11790,True,True
11791,True,True
11792,True,True
11793,False,False
11794,True,True
11795,True,True
11796,False,False
11797,True,True
11798,True,True
11799,True,True
11800,True,True
11801,True,True
11802,True,True
11803,True,True
11804,False,True
11805,True,True
11806,True,True
11807,True,True
11808,True,True
11809,True,True
11810,True,True
11811,True,True
11812,True,True
11813,True,True
11814,True,True
11815,False,False
11816,True,True
11817,False,True
11818,True,True
11819,True,True
11820,True,True
11821,False,True
11822,True,True
11823,False,False
11824,True,True
11825,True,True
11826,True,True
11827,True,True
11828,True,True
11829,False,True
11830,True,True
11832,True,True
11833,True,True
11834,True,True
11835,True,True
11836,True,True
11837,True,True
11840,True,True
11841,True,True
11842,False,False
11844,True,True
11845,True,True
11847,True,True
11848,True,True
11849,False,True
11850,True,True
11851,True,True
11852,True,True
11853,True,True
11854,True,True
11856,True,True
11857,True,True
11858,True,True
11859,True,True
11860,False,True
11861,False,True
11863,True,True
11864,True,True
11865,True,True
11866,False,True
11867,True,True
11868,True,True
11869,True,True
11870,True,True
11872,True,True
11873,True,True
11874,True,True
11875,False,True
11876,True,True
11877,True,True
11878,False,True
11880,True,True
11881,True,True
11882,True,True
11883,True,True
11884,True,True
11885,False,True
11886,True,True
11887,True,True
11888,True,True
11889,True,True
11890,True,True
11891,True,True
11893,True,True
11894,False,True
11896,True,True
11897,True,True
11898,True,True
11899,True,True
11900,True,True
11901,True,True
11902,True,True
11903,True,True
11905,False,True
11906,True,True
11907,True,True
11908,False,True
11909,False,True
11910,True,True
11911,True,True
11912,True,True
11914,True,True
11915,True,True
11917,True,True
11918,False,True
11919,True,True
11921,True,True
11922,False,True
11923,True,True
11924,True,True
11925,True,True
11926,True,True
11927,True,True
11928,True,True
11930,True,True
11931,True,True
11932,False,True
11933,True,True
11934,True,True
11935,True,True
11936,True,True
11938,True,True
11939,True,True
11940,True,True
11941,True,True
11942,True,True
11943,True,True
11944,False,True
11945,True,True
11946,True,True
11947,False,True
11949,True,True
11950,True,True
11951,True,True
11952,True,True
11954,True,True
11956,True,True
11957,True,True
11959,True,True
11960,True,True
11961,True,True
11962,False,True
11963,False,True
11964,False,True
11965,False,True
11967,True,True
11968,False,True
11969,True,True
11970,True,True
11971,True,True
11972,True,True
11973,False,False
11974,True,True
11975,True,True
11976,True,True
11977,True,True
11979,True,True
11980,False,True
11981,False,True
11982,True,True
11983,True,True
11984,True,True
11985,True,True
11986,False,True
11987,False,True
11988,False,True
11989,True,True
11990,True,True
11991,True,True
11992,False,True
11994,False,True
11995,True,True
11996,True,True
11997,False,True
11998,False,True
11999,True,True
12000,False,True
12001,True,True
12003,False,True
12004,False,False
12005,True,True
12006,False,True
12007,True,True
12008,False,True
12009,True,True
12011,True,True
12012,True,True
12013,False,True
12014,True,True
12015,True,True
12016,True,True
12018,True,True
12019,False,True
12021,False,True
12022,True,True
12023,False,True
12024,True,True
12025,True,True
12026,True,True
12027,False,True
12029,True,True
12030,True,True
12031,False,True
12032,True,True
12033,True,True
12034,True,True
12035,True,True
12036,True,True
12037,False,True
12038,True,True
12039,True,True
12041,False,True
12042,True,True
12043,True,True
12044,True,True
12045,True,True
12046,False,True
12047,True,True
12048,False,True
12049,True,True
12050,True,True
12051,False,True
12052,True,True
12053,True,True
12054,True,True
12056,True,True
12057,False,True
12058,True,True
12059,False,True
12061,False,True
12062,False,True
12063,True,True
12065,True,True
12068,False,True
12070,True,True
12071,True,True
12072,False,True
12073,True,True
12074,True,True
12075,True,True
12076,False,True
12077,True,True
12078,True,True
12079,True,True
12080,False,True
12081,True,True
12083,True,True
12084,True,True
12086,True,True
12087,True,True
12088,True,True
12089,True,True
12090,True,True
12091,True,True
12092,True,True
12094,True,True
12099,True,True
12107,True,True
12108,True,True
12110,True,True
12112,True,True
12113,True,True
12114,True,True
12115,True,True
12116,True,True
12117,True,True
12119,True,True
12121,True,True
12122,True,True
12123,True,True
12124,True,True
12125,True,True
12127,True,True
12128,True,True
12129,True,True
12130,True,True
12131,True,True
12132,True,True
12133,True,True
12134,True,True
12135,True,True
12136,True,True
12137,True,True
12138,True,True
12140,True,True
12144,True,True
12145,False,True
12147,False,True
12149,False,True
12150,True,True
12151,True,True
12153,True,True
12155,True,True
12157,False,True
12160,False,True
12163,False,True
12164,False,True
12166,True,False
12167,True,True
12168,False,True
12169,False,False
12171,False,True
12174,False,True
12175,False,True
12177,False,True
12178,False,True
12179,True,True
12180,False,False
12182,True,True
12183,False,True
12184,True,True
12185,False,True
12186,True,True
12187,True,True
12188,True,True
12189,False,True
12191,False,False
12192,False,False
12193,False,True
12195,False,True
12197,False,False
12198,False,True
12199,False,True
12200,True,True
12201,False,True
12202,False,True
12203,False,True
12204,False,True
12206,False,True
12207,True,True
12209,False,False
12213,False,True
12214,False,True
12215,False,True
12217,True,True
12218,True,True
12219,False,True
12220,False,True
12222,False,True
12223,False,True
12225,False,True
12226,False,True
12228,True,False
12229,False,False
12231,True,True
12232,False,False
12233,False,False
12234,True,True
12235,False,True
12236,False,True
12237,False,True
12239,False,False
12241,False,True
12242,True,True
12243,True,True
12244,False,True
12245,False,True
12246,False,False
12247,False,True
12248,False,False
12249,False,True
12250,False,True
12253,True,True
12254,False,True
12256,True,True
12258,True,True
12260,True,True
12261,True,True
12262,True,True
12264,True,True
12267,True,True
12271,True,True
12272,True,True
12273,True,True
12274,True,True
12277,True,True
12278,True,True
12279,True,True
12280,False,False
12282,True,True
12283,True,True
12284,True,True
12285,True,True
12286,True,True
12289,True,True
12291,True,True
12292,True,True
12294,True,True
12296,True,True
12298,True,True
12299,False,True
12300,True,True
12301,True,True
12302,True,True
12303,True,True
12304,True,True
12305,True,True
12310,True,True
12311,True,True
12312,True,True
12313,True,True
12314,False,True
12315,False,True
12316,True,True
12317,False,True
12318,True,True
12319,True,True
12320,True,True
12321,True,True
12322,True,True
12323,True,True
12324,False,True
12326,True,True
12327,True,True
12328,True,True
12329,True,True
12331,True,True
12332,True,True
12333,True,True
12334,True,True
12335,True,True
12336,True,True
12337,True,True
12338,True,True
12339,True,True
12341,True,True
12342,True,True
12343,True,True
12344,True,True
12345,True,True
12346,True,True
12347,False,True
12348,True,True
12349,True,True
12350,True,True
12351,True,True
12353,True,True
12354,True,True
12356,True,True
12357,True,True
12358,True,True
12359,True,True
12360,False,True
12361,True,True
12362,True,True
12363,True,True
12364,True,True
12365,True,True
12366,True,True
12367,True,True
12368,True,True
12369,True,True
12371,True,True
12372,True,True
12373,True,True
12374,False,True
12376,True,True
12377,True,True
12378,True,True
12379,True,True
12380,True,True
12381,True,True
12382,True,True
12383,True,True
12384,True,True
12385,True,True
12387,True,True
12388,True,True
12390,True,True
12391,True,True
12392,True,True
12393,True,True
12394,False,True
12395,True,True
12396,True,True
12397,False,True
12398,True,True
12400,True,True
12401,True,True
12402,True,True
12403,True,True
12404,True,True
12405,True,True
12406,False,True
12407,True,True
12408,True,True
12409,True,True
12410,False,True
12411,True,True
12412,True,True
12413,False,True
12414,True,True
12415,True,True
12416,True,True
12417,True,True
12418,True,True
12419,False,True
12420,True,True
12422,True,True
12423,True,True
12425,True,True
12426,True,True
12427,True,True
12428,True,True
12431,False,True
12432,True,True
12433,False,True
12434,True,True
12435,True,True
12436,True,True
12437,True,True
12438,True,True
12439,True,True
12440,True,True
12441,True,True
12442,True,True
12443,True,True
12445,False,True
12446,False,True
12447,True,True
12448,False,True
12449,True,True
12450,True,True
12451,True,True
12452,True,True
12453,True,True
12454,False,True
12456,True,True
12457,True,True
12458,False,True
12459,True,True
12460,True,True
12463,False,True
12464,False,True
12465,True,True
12466,True,True
12467,True,True
12469,True,True
12479,False,False
12480,False,False
12481,False,False
12482,False,True
12484,False,False
12487,False,False
12488,False,False
12490,False,False
12491,False,False
12492,False,False
12495,False,False
12496,False,False
12498,False,False
12499,False,False
12500,False,False
12504,False,False
12505,False,False
12507,False,False
12508,False,False
12509,False,False
12517,False,False
12520,False,False
12521,False,False
12524,False,False
12526,False,False
12533,False,True
12538,False,False
12539,False,True
12542,False,True
12546,False,True
12548,False,True
12551,False,True
12552,False,True
12553,False,True
12554,False,True
12557,False,True
12559,False,True
12562,True,False
12563,False,False
12567,False,True
12568,False,False
12570,False,False
12571,False,False
12573,False,False
12574,False,False
12575,False,False
12577,False,False
12581,False,False
12583,False,False
12588,False,False
12589,False,False
12590,False,False
12597,False,False
12598,False,False
12606,False,False
12607,False,False
12612,False,False
12614,False,False
12618,False,False
12620,False,False
12625,False,False
12626,False,False
12627,False,False
12630,False,False
12635,False,False
12639,False,False
12648,False,False
12649,False,False
12650,False,False
12653,False,False
12655,False,False
12657,False,False
12658,False,False
12659,False,False
12662,False,False
12663,False,False
12666,False,False
12667,False,False
12669,False,False
12670,False,False
12673,False,False
12674,False,False
12676,False,False
12677,False,False
12679,False,False
12680,False,False
12681,False,False
12682,False,False
12683,False,False
12685,False,False
12686,False,False
12688,False,False
12689,False,False
12692,False,False
12695,False,False
12696,False,False
12697,False,False
12698,False,True
12699,False,False
12701,False,False
12702,False,True
12703,False,False
12704,False,False
12708,False,True
12713,False,True
12715,True,False
12719,False,False
12720,False,False
12723,False,False
12726,False,False
12727,False,True
12728,False,False
12729,False,True
12730,False,False
12731,False,True
12733,False,True
12734,False,False
12736,False,False
12738,False,False
12740,False,False
12742,False,True
12743,False,True
12745,False,True
12747,False,False
12748,False,True
12749,False,False
12750,False,False
12751,False,False
12752,False,True
12755,True,True
12756,True,True
12757,True,True
12758,False,True
12759,False,True
12760,True,True
12763,True,True
12764,True,True
12767,True,True
12768,True,True
12769,True,True
12770,False,True
12772,False,True
12773,True,True
12774,True,True
12776,True,True
12777,True,True
12778,True,True
12780,True,True
12781,True,True
12782,False,True
12783,True,True
12784,True,True
12785,False,True
12786,False,True
12787,True,True
12788,True,True
12789,True,True
12790,False,False
12791,False,True
12792,False,True
12793,True,True
12794,False,True
12795,True,True
12796,False,True
12797,True,True
12798,False,False
12799,True,True
12800,True,True
12801,False,True
12802,True,True
12803,True,True
12804,True,True
12805,False,True
12806,True,True
12808,False,True
12809,False,True
12810,True,True
12812,False,True
12813,False,True
12814,True,True
12817,True,True
12818,True,True
12819,False,True
12820,True,True
12821,True,True
12822,False,True
12823,True,True
12824,False,True
12825,True,True
12826,False,True
12827,True,True
12828,False,True
12829,False,True
12830,True,True
12831,False,True
12832,True,True
12833,True,True
12836,True,True
12837,True,True
12838,False,True
12839,True,True
12840,False,True
12841,True,True
12842,True,True
12843,True,True
12846,True,True
12847,True,True
12848,True,True
12849,True,True
12850,False,True
12853,False,True
12854,False,True
12855,True,True
12857,False,True
12858,True,True
12859,False,True
12860,True,True
12863,False,True
12864,True,True
12865,True,True
12867,False,False
12868,True,True
12869,True,True
12870,True,True
12872,True,True
12873,True,True
12874,True,True
12875,False,True
12876,False,True
12877,False,True
12878,True,True
12879,True,True
12880,False,True
12881,False,True
12882,False,True
12883,True,True
12884,False,True
12886,False,True
12887,True,True
12888,False,True
12889,False,False
12890,True,True
12891,True,True
12892,False,True
12893,True,True
12894,False,True
12896,False,False
12897,True,True
12898,True,True
12900,True,True
12901,False,False
12902,False,True
12903,False,True
12904,True,True
12905,False,True
12906,True,True
12907,False,True
12908,True,True
12909,False,True
12911,False,True
12913,True,True
12914,False,True
12915,False,False
12916,False,True
12917,True,True
12918,True,True
12919,False,True
12920,False,True
12923,False,True
12926,True,True
12927,False,True
12930,False,True
12931,True,True
12932,False,True
12933,True,True
12934,False,False
12935,False,False
12936,False,True
12937,False,True
12938,False,True
12939,False,True
12941,False,True
12942,False,False
12943,False,True
12944,False,True
12945,False,True
12946,False,True
12947,False,True
12948,True,True
12949,False,False
12950,True,True
12951,False,True
12952,False,True
12953,False,True
12954,False,True
12955,False,True
12956,False,True
12957,False,True
12958,False,True
12959,False,False
12960,False,True
12961,False,True
12962,False,True
12963,False,True
12964,False,True
12965,False,True
12966,False,True
12967,False,True
12968,False,True
12970,True,True
12971,False,False
12972,False,True
12973,True,True
12974,True,True
12975,False,True
12976,False,True
12977,False,False
12978,False,True
12979,False,True
12980,True,True
12982,True,True
12984,False,True
12985,False,True
12986,False,True
12987,True,True
12988,False,True
12989,False,True
12991,True,True
12993,True,True
12994,False,True
12995,False,True
12996,True,True
12997,False,True
12998,True,True
12999,False,True
13000,False,True
13001,True,True
13002,True,True
13003,True,True
13004,False,True
13005,True,True
13007,False,True
13009,False,True
13010,True,True
13011,False,True
13012,False,True
13013,False,True
13014,True,True
13015,True,True
13016,True,True
13017,False,True
13018,False,True
13020,False,False
13023,False,True
13025,False,True
13026,False,True
13027,False,True
13028,True,True
13029,False,True
13030,False,True
13032,False,True
13033,True,True
13034,True,True
13035,False,True
13036,False,True
13037,False,True
13038,False,True
13040,False,True
13041,True,True
13042,False,True
13043,False,True
13044,False,True
13045,False,True
13046,False,True
13050,False,True
13051,False,True
13052,False,True
13053,False,True
13056,False,True
13057,False,True
13058,False,True
13059,False,True
13060,True,True
13061,False,True
13062,False,True
13066,False,True
13067,False,True
13068,False,True
13069,True,True
13070,True,True
13071,True,True
13073,True,True
13075,False,True
13076,True,True
13077,False,True
13078,True,True
13079,False,True
13081,False,True
13082,False,True
13083,False,True
13084,False,True
13085,False,True
13086,False,True
13087,False,True
13088,False,True
13089,True,True
13091,False,True
13094,False,True
13095,False,True
13096,False,True
13097,False,True
13098,False,True
13100,False,True
13101,False,True
13102,False,True
13103,False,True
13104,False,True
13105,False,True
13106,False,True
13107,False,True
13108,False,False
13109,False,True
13110,True,True
13111,True,True
13112,False,True
13113,True,True
13114,True,True
13115,False,False
13116,True,True
13117,False,True
13118,True,True
13120,False,True
13121,True,True
13123,False,True
13125,False,True
13126,False,True
13128,False,False
13129,False,True
13130,True,True
13131,True,True
13132,True,True
13133,False,True
13134,True,True
13135,True,True
13136,True,True
13137,True,True
13139,True,True
13140,False,False
13141,True,True
13142,True,True
13143,True,True
13144,True,True
13145,True,True
13146,False,True
13147,False,True
13148,True,True
13149,True,True
13150,True,True
13151,False,True
13152,True,True
13153,True,True
13154,False,True
13155,False,True
13156,False,True
13157,False,True
13158,True,True
13159,True,True
13160,False,True
13161,False,True
13162,True,True
13163,True,True
13164,False,True
13165,False,False
13166,True,True
13167,False,True
13169,True,True
13170,True,True
13171,True,True
13172,True,True
13173,True,True
13174,True,True
13175,True,True
13176,True,True
13177,False,False
13179,True,True
13180,False,True
13181,True,True
13182,True,True
13183,True,True
13184,True,True
13185,True,True
13186,True,True
13187,True,True
13188,True,True
13189,False,True
13190,False,True
13191,True,True
13192,True,True
13193,False,True
13194,True,True
13195,True,True
13196,False,False
13197,True,True
13198,True,True
13199,True,True
13200,True,True
13201,True,True
13202,True,True
13203,False,True
13204,True,True
13205,True,True
13206,False,False
13207,False,False
13208,True,True
13209,True,True
13210,True,True
13211,True,True
13212,True,True
13213,True,True
13214,False,True
13215,True,True
13216,True,True
13217,True,True
13218,False,False
13219,True,True
13220,True,True
13221,True,True
13222,True,True
13223,True,True
13224,False,True
13225,True,True
13226,True,True
13227,False,True
13228,True,True
13231,True,True
13233,False,True
13234,True,True
13235,True,True
13236,True,True
13237,True,True
13238,True,True
13240,True,True
13241,True,True
13242,True,True
13243,True,True
13244,True,True
13245,True,True
13246,True,True
13247,True,True
13248,True,True
13249,True,True
13250,True,True
13251,False,True
13252,False,True
13253,False,True
13255,True,True
13256,False,False
13257,True,True
13258,True,True
13259,False,True
13261,True,True
13262,True,True
13263,True,True
13264,True,True
13265,True,True
13267,True,True
13268,False,True
13269,True,True
13270,True,True
13272,True,True
13273,True,True
13274,True,True
13275,False,True
13276,False,True
13278,True,True
13279,True,True
13280,True,True
13281,True,True
13282,True,True
13283,False,True
13284,True,True
13286,True,True
13287,True,True
13288,False,True
13290,True,True
13291,True,True
13292,False,True
13293,True,True
13294,True,True
13295,True,True
13296,True,True
13298,False,True
13299,True,True
13300,True,True
13301,True,True
13302,True,True
13304,True,True
13307,False,True
13308,True,True
13309,False,True
13310,True,True
13311,False,False
13312,True,True
13313,True,True
13314,False,True
13316,True,True
13317,True,True
13318,True,True
13319,True,True
13320,False,True
13322,True,True
13323,True,True
13324,True,True
13325,True,True
13326,True,True
13327,True,True
13328,True,True
13329,True,True
13330,True,True
13331,True,True
13332,False,True
13333,True,True
13334,True,True
13336,True,True
13337,False,True
13338,True,True
13339,True,True
13342,True,True
13343,True,True
13344,True,True
13345,True,True
13346,True,True
13347,True,True
13348,True,True
13349,True,True
13350,False,True
13351,True,True
13352,True,True
13353,True,True
13354,True,True
13355,True,True
13356,True,True
13357,True,True
13359,False,True
13360,True,True
13362,False,True
13363,False,True
13364,True,True
13365,True,True
13366,True,True
13368,True,True
13369,True,True
13370,True,True
13371,True,True
13374,True,True
13375,True,True
13376,False,True
13377,True,True
13378,False,True
13379,True,True
13382,False,True
13383,True,True
13384,False,True
13385,True,True
13386,True,True
13387,True,True
13388,True,True
13389,True,True
13390,True,True
13391,True,True
13392,True,True
13393,False,True
13394,True,True
13395,True,True
13396,False,True
13397,True,True
13398,True,True
13399,False,True
13400,True,True
13401,True,True
13403,True,True
13405,True,True
13406,True,True
13407,True,True
13408,True,True
13409,False,True
13410,True,True
13411,False,True
13412,True,True
13413,True,True
13414,True,True
13416,True,True
13418,True,True
13419,True,True
13420,False,True
13421,True,True
13422,True,True
13423,True,True
13424,True,True
13426,True,True
13427,True,True
13429,True,True
13430,True,True
13431,True,True
13432,True,True
13433,False,True
13434,True,True
13435,True,True
13436,True,True
13437,True,True
13438,True,True
13439,True,True
13440,True,True
13441,True,True
13443,False,True
13444,True,True
13445,True,True
13446,True,True
13447,True,True
13448,False,True
13449,True,True
